# i  x  y  z   fx  fy  fz   energy
936 -6.39573 -7.77185 5.04237 -0.014056 0.0147187 -0.0163475 -0.0242393
937 -3.54873 -0.80299 8.96179 -0.00493805 0.00140099 -0.0122312 -0.0185449
938 11.7714 2.11551 -14.0729 0.0117022 0.01331 -0.028017 -0.0128566
939 4.62672 10.3155 6.92762 0.0119754 0.0195507 -0.011598 -0.0271843
940 1.45272 -7.91637 -0.31377 -0.00918247 -0.0041393 0.00620217 -0.0268713
941 -9.43959 -2.58171 -14.2712 -0.0176236 0.00295278 -0.0277487 -0.0175742
942 -13.4517 -14.7152 3.0143 -0.00961441 -0.0286007 0.00197867 -0.0108803
943 -12.2911 11.452 2.50404 0.00452497 0.000704672 0.0173805 -0.0176413
944 -0.55794 -6.71774 8.19438 0.00483316 0.0104143 -0.0018451 -0.0208864
945 -7.90621 12.785 -9.46643 -0.00250622 0.0167348 0.0164789 -0.0144601
946 -15.2683 12.8854 3.71221 -0.029053 0.0107599 -0.0309596 -0.0144174
947 5.92566 4.33105 -12.7857 -0.0267598 0.0209172 0.0131889 -0.0286037
948 10.6811 8.43773 -0.31195 0.0297975 -0.00615852 0.0148011 -0.0211204
949 13.7511 -10.8093 5.39483 0.00919378 0.0131538 -0.0155815 -0.0164998
950 -3.16267 -8.12057 8.19457 0.00354623 -0.0127393 -0.00711401 -0.0222498
951 5.36194 -1.39027 14.7268 -0.00548701 -0.00158416 0.00779771 -0.00966335
952 1.81926 6.89716 11.7479 -0.00184255 0.00858169 -0.0111199 -0.0157073
953 12.5561 -4.05987 9.08359 -0.0294867 0.00206348 0.0229783 -0.0219018
954 6.2497 9.38528 13.7597 0.0207203 0.0071307 0.013494 -0.0195525
955 -4.48118 -6.23974 9.64347 -0.00252367 0.0201474 0.0136582 -0.021746
956 1.94808 -10.1359 -5.11733 -0.00214788 -0.00165153 -7.57875e-05 -0.0238762
957 13.0479 8.45207 -2.67315 0.00423945 -0.000416071 -0.000116501 -0.0113513
958 13.8113 -6.27313 1.24178 0.0109659 -0.0123773 0.00441313 -0.0260775
959 3.23863 8.73457 -13.4306 0.00803311 -0.00622693 -0.00855937 -0.0136691
960 -8.19285 13.1961 14.3209 0.00351422 0.00774463 0.0199103 -0.00865714
961 6.72883 -0.81684 11.1629 0.00558905 0.00573285 0.00855412 -0.0140017
962 1.35574 -14.3151 7.45301 -0.00451052 -0.0416315 0.0362912 -0.0189932
963 -14.1117 -9.48367 -6.55041 -0.00423842 0.00297984 -0.0024718 -0.0110512
964 -15.5081 9.96686 -3.32861 -0.023604 0.00303005 -0.0108585 -0.0133907
965 -7.09591 -8.95694 -8.77776 -0.00522814 0.0126059 0.00853536 -0.0252405
966 -3.10276 -11.5254 2.85503 -0.00842488 -0.0204227 -0.00676123 -0.0229548
967 -13.6927 -9.13508 -3.13013 -0.0246519 0.00740577 -0.0317577 -0.0215405
968 7.74909 -8.95708 12.1646 -0.0252362 0.00892275 0.0328811 -0.0236447
969 10.263 14.103 7.1576 0.00445914 0.0349351 0.0271067 -0.0170804
970 -5.4473 12.1344 -10.7179 0.00148014 0.00181891 -0.0262725 -0.021538
971 14.3661 -10.9279 -2.56141 0.0175142 0.00993834 -0.00989981 -0.01147
972 2.75149 11.4296 -14.2855 0.0158009 -0.0119254 -0.0245803 -0.0194741
973 -3.0741 -7.89543 -3.04392 0.00876797 -0.00497119 -0.00683606 -0.0214253
974 10.8546 -0.35852 -13.1858 0.0139405 -0.0192117 -0.0124729 -0.0190184
975 -2.01673 -9.14846 14.2184 0.0325654 0.0265008 0.0243045 -0.0181486
976 4.37358 -1.28219 -9.25977 0.0133094 -0.00305293 -0.00133794 -0.019752
977 -4.84707 14.7867 -12.0804 0.0131444 0.0162015 0.00272245 -0.00923983
978 13.3512 -13.9674 -4.79465 0.00711845 -0.0125295 -0.00506004 -0.0178919
979 -9.27753 14.0852 6.25972 -0.011557 0.00417478 -0.00753225 -0.00986676
980 7.79731 3.4754 5.57314 -0.0218984 0.00256697 0.0105925 -0.0242003
981 5.73777 -12.099 6.209 0.00679 0.00249064 0.00666399 -0.0209952
982 5.44093 13.5263 4.17304 0.0339361 0.0291338 -0.0104962 -0.0228486
983 8.1202 12.6194 -9.85922 0.00465541 0.00956842 -0.013432 -0.0167442
984 -12.2079 13.668 10.3071 0.00924645 0.00973814 -0.0208657 -0.0162251
985 -11.3564 -3.5777 -0.63361 0.000699272 0.00670484 -0.011007 -0.0229627
986 2.56687 -7.21725 -2.70401 0.00116608 0.0107504 -0.00921048 -0.0263848
987 8.57552 -13.3616 -12.0892 0.0147191 -0.0141555 0.00292501 -0.0207393
988 12.6163 4.24178 -5.51681 0.000616068 -0.00890091 0.0072365 -0.0237105
989 4.53892 -5.13018 14.9505 0.00363492 5.75927e-05 0.044991 -0.0193909
990 -7.118 1.51472 -12.4016 0.00528189 -0.00327008 0.0177335 -0.0250053
991 -15.4134 -4.65659 -10.3001 -0.0302153 0.0121475 -0.0116653 -0.0174648
992 -8.61678 14.1652 2.61592 -0.0229476 0.0182463 -0.000872735 -0.017243
993 -3.51666 -4.3121 1.56824 0.0160468 -0.00692376 -0.00790909 -0.0188591
994 -6.53216 0.47508 3.01354 0.0220514 0.00882187 0.000227683 -0.02794
995 -1.75165 -13.4953 -3.0469 0.0103206 -0.00518245 -0.00928526 -0.0140237
996 -3.31175 -15.0224 -10.3697 -0.00439214 -0.0229367 -0.0235888 -0.0180013
997 -9.29899 7.60101 2.54681 0.00867028 0.0101402 0.018918 -0.0225155
998 2.60999 1.05671 -14.429 0.00553909 0.000803468 -0.0245982 -0.0110432
999 -2.1829 -7.42735 -11.7515 0.00213377 -0.0126209 0.00709519 -0.0235666
